-1.000000e-02, -0.125000
-9.999800e-03, -0.062500
-9.999600e-03, -0.125000
-9.999400e-03, -0.125000
-9.999200e-03, -0.125000
-9.999000e-03, -0.125000
-9.998800e-03, -0.062500
-9.998600e-03, -0.125000
-9.998400e-03, -0.062500
-9.998200e-03, -0.062500
-9.998000e-03, -0.125000
-9.997800e-03, -0.125000
-9.997600e-03, -0.062500
-9.997400e-03, -0.125000
-9.997200e-03, -0.062500
-9.997000e-03, -0.187500
-9.996800e-03, -0.125000
-9.996600e-03, -0.187500
-9.996400e-03, -0.125000
-9.996200e-03, -0.187500
-9.996000e-03, -0.062500
-9.995800e-03, -0.062500
-9.995600e-03, -0.125000
-9.995400e-03, -0.062500
-9.995200e-03, -0.125000
-9.995000e-03, -0.187500
-9.994800e-03, -0.125000
-9.994600e-03, -0.125000
-9.994400e-03, -0.125000
-9.994200e-03, -0.125000
-9.994000e-03, -0.062500
-9.993800e-03, -0.062500
-9.993600e-03, -0.062500
-9.993400e-03, -0.125000
-9.993200e-03, -0.125000
-9.993000e-03, -0.125000
-9.992800e-03, -0.125000
-9.992600e-03, -0.125000
-9.992400e-03, -0.062500
-9.992200e-03, -0.125000
-9.992000e-03, -0.125000
-9.991800e-03, -0.125000
-9.991600e-03, -0.062500
-9.991400e-03, -0.125000
-9.991200e-03, -0.125000
-9.991000e-03, -0.187500
-9.990800e-03, -0.125000
-9.990600e-03, -0.125000
-9.990400e-03, -0.125000
-9.990200e-03, -0.125000
-9.990000e-03, -0.062500
-9.989800e-03, -0.125000
-9.989600e-03, -0.062500
-9.989400e-03, -0.125000
-9.989200e-03, -0.062500
-9.989000e-03, -0.062500
-9.988800e-03, -0.125000
-9.988600e-03, -0.125000
-9.988400e-03, -0.187500
-9.988200e-03, -0.125000
-9.988000e-03, -0.125000
-9.987800e-03, -0.125000
-9.987600e-03, -0.062500
-9.987400e-03, -0.187500
-9.987200e-03, -0.125000
-9.987000e-03, -0.062500
-9.986800e-03, 0.000000
-9.986600e-03, -0.125000
-9.986400e-03, -0.125000
-9.986200e-03, -0.125000
-9.986000e-03, -0.062500
-9.985800e-03, -0.062500
-9.985600e-03, -0.125000
-9.985400e-03, -0.125000
-9.985200e-03, -0.062500
-9.985000e-03, -0.125000
-9.984800e-03, -0.125000
-9.984600e-03, -0.062500
-9.984400e-03, -0.187500
-9.984200e-03, -0.187500
-9.984000e-03, -0.125000
-9.983800e-03, -0.062500
-9.983600e-03, -0.062500
-9.983400e-03, -0.125000
-9.983200e-03, -0.062500
-9.983000e-03, -0.062500
-9.982800e-03, -0.125000
-9.982600e-03, -0.187500
-9.982400e-03, -0.062500
-9.982200e-03, -0.125000
-9.982000e-03, -0.062500
-9.981800e-03, -0.125000
-9.981600e-03, -0.062500
-9.981400e-03, -0.062500
-9.981200e-03, -0.062500
-9.981000e-03, -0.062500
-9.980800e-03, -0.187500
-9.980600e-03, -0.125000
-9.980400e-03, -0.125000
-9.980200e-03, -0.062500
-9.980000e-03, -0.125000
-9.979800e-03, -0.062500
-9.979600e-03, -0.125000
-9.979400e-03, -0.062500
-9.979200e-03, -0.187500
-9.979000e-03, -0.062500
-9.978800e-03, -0.062500
-9.978600e-03, -0.125000
-9.978400e-03, -0.125000
-9.978200e-03, -0.125000
-9.978000e-03, -0.062500
-9.977800e-03, -0.187500
-9.977600e-03, -0.125000
-9.977400e-03, -0.125000
-9.977200e-03, -0.062500
-9.977000e-03, -0.125000
-9.976800e-03, -0.125000
-9.976600e-03, -0.062500
-9.976400e-03, -0.125000
-9.976200e-03, -0.062500
-9.976000e-03, -0.125000
-9.975800e-03, -0.187500
-9.975600e-03, -0.187500
-9.975400e-03, -0.187500
-9.975200e-03, -0.062500
-9.975000e-03, -0.062500
-9.974800e-03, -0.125000
-9.974600e-03, -0.125000
-9.974400e-03, -0.187500
-9.974200e-03, -0.125000
-9.974000e-03, -0.125000
-9.973800e-03, -0.125000
-9.973600e-03, -0.187500
-9.973400e-03, -0.062500
-9.973200e-03, -0.125000
-9.973000e-03, -0.125000
-9.972800e-03, -0.062500
-9.972600e-03, -0.187500
-9.972400e-03, -0.125000
-9.972200e-03, -0.125000
-9.972000e-03, 0.000000
-9.971800e-03, -0.125000
-9.971600e-03, -0.187500
-9.971400e-03, -0.062500
-9.971200e-03, -0.125000
-9.971000e-03, -0.062500
-9.970800e-03, -0.062500
-9.970600e-03, -0.125000
-9.970400e-03, -0.062500
-9.970200e-03, -0.125000
-9.970000e-03, -0.125000
-9.969800e-03, -0.125000
-9.969600e-03, -0.125000
-9.969400e-03, -0.125000
-9.969200e-03, -0.125000
-9.969000e-03, -0.062500
-9.968800e-03, -0.125000
-9.968600e-03, -0.125000
-9.968400e-03, -0.125000
-9.968200e-03, -0.187500
-9.968000e-03, -0.125000
-9.967800e-03, -0.062500
-9.967600e-03, -0.125000
-9.967400e-03, -0.125000
-9.967200e-03, -0.125000
-9.967000e-03, -0.125000
-9.966800e-03, -0.062500
-9.966600e-03, -0.125000
-9.966400e-03, -0.125000
-9.966200e-03, -0.125000
-9.966000e-03, -0.187500
-9.965800e-03, -0.125000
-9.965600e-03, -0.125000
-9.965400e-03, -0.125000
-9.965200e-03, -0.062500
-9.965000e-03, -0.125000
-9.964800e-03, -0.062500
-9.964600e-03, -0.062500
-9.964400e-03, -0.125000
-9.964200e-03, -0.125000
-9.964000e-03, -0.125000
-9.963800e-03, -0.125000
-9.963600e-03, -0.187500
-9.963400e-03, -0.187500
-9.963200e-03, -0.125000
-9.963000e-03, -0.062500
-9.962800e-03, -0.125000
-9.962600e-03, -0.125000
-9.962400e-03, -0.062500
-9.962200e-03, -0.125000
-9.962000e-03, -0.187500
-9.961800e-03, -0.062500
-9.961600e-03, -0.125000
-9.961400e-03, -0.125000
-9.961200e-03, -0.125000
-9.961000e-03, -0.187500
-9.960800e-03, -0.062500
-9.960600e-03, -0.062500
-9.960400e-03, -0.125000
-9.960200e-03, -0.062500
-9.960000e-03, -0.125000
-9.959800e-03, -0.062500
-9.959600e-03, -0.062500
-9.959400e-03, -0.062500
-9.959200e-03, -0.125000
-9.959000e-03, -0.125000
-9.958800e-03, -0.125000
-9.958600e-03, -0.062500
-9.958400e-03, -0.125000
-9.958200e-03, -0.125000
-9.958000e-03, -0.125000
-9.957800e-03, -0.062500
-9.957600e-03, -0.062500
-9.957400e-03, -0.125000
-9.957200e-03, -0.187500
-9.957000e-03, -0.125000
-9.956800e-03, -0.062500
-9.956600e-03, -0.125000
-9.956400e-03, -0.125000
-9.956200e-03, -0.062500
-9.956000e-03, -0.125000
-9.955800e-03, -0.062500
-9.955600e-03, -0.062500
-9.955400e-03, -0.062500
-9.955200e-03, -0.062500
-9.955000e-03, -0.062500
-9.954800e-03, -0.062500
-9.954600e-03, -0.125000
-9.954400e-03, -0.062500
-9.954200e-03, -0.062500
-9.954000e-03, -0.125000
-9.953800e-03, -0.125000
-9.953600e-03, -0.062500
-9.953400e-03, -0.062500
-9.953200e-03, -0.062500
-9.953000e-03, -0.062500
-9.952800e-03, -0.125000
-9.952600e-03, -0.125000
-9.952400e-03, -0.125000
-9.952200e-03, -0.125000
-9.952000e-03, -0.062500
-9.951800e-03, -0.125000
-9.951600e-03, -0.125000
-9.951400e-03, -0.125000
-9.951200e-03, -0.187500
-9.951000e-03, -0.125000
-9.950800e-03, -0.062500
-9.950600e-03, -0.062500
-9.950400e-03, -0.125000
-9.950200e-03, -0.062500
-9.950000e-03, -0.187500
-9.949800e-03, -0.062500
-9.949600e-03, -0.125000
-9.949400e-03, -0.187500
-9.949200e-03, -0.125000
-9.949000e-03, -0.125000
-9.948800e-03, -0.125000
-9.948600e-03, -0.062500
-9.948400e-03, -0.062500
-9.948200e-03, -0.125000
-9.948000e-03, -0.062500
-9.947800e-03, -0.125000
-9.947600e-03, -0.125000
-9.947400e-03, -0.125000
-9.947200e-03, -0.187500
-9.947000e-03, -0.062500
-9.946800e-03, -0.187500
-9.946600e-03, -0.125000
-9.946400e-03, -0.062500
-9.946200e-03, -0.125000
-9.946000e-03, -0.125000
-9.945800e-03, -0.125000
-9.945600e-03, -0.187500
-9.945400e-03, -0.062500
-9.945200e-03, -0.125000
-9.945000e-03, -0.125000
-9.944800e-03, -0.062500
-9.944600e-03, -0.062500
-9.944400e-03, -0.125000
-9.944200e-03, -0.125000
-9.944000e-03, -0.125000
-9.943800e-03, -0.062500
-9.943600e-03, -0.125000
-9.943400e-03, -0.125000
-9.943200e-03, -0.125000
-9.943000e-03, -0.062500
-9.942800e-03, -0.125000
-9.942600e-03, -0.062500
-9.942400e-03, -0.187500
-9.942200e-03, -0.062500
-9.942000e-03, -0.250000
-9.941800e-03, -0.125000
-9.941600e-03, -0.062500
-9.941400e-03, -0.125000
-9.941200e-03, -0.125000
-9.941000e-03, -0.125000
-9.940800e-03, -0.062500
-9.940600e-03, -0.062500
-9.940400e-03, -0.125000
-9.940200e-03, -0.125000
-9.940000e-03, -0.125000
-9.939800e-03, -0.125000
-9.939600e-03, -0.125000
-9.939400e-03, -0.125000
-9.939200e-03, -0.125000
-9.939000e-03, -0.125000
-9.938800e-03, -0.125000
-9.938600e-03, -0.062500
-9.938400e-03, -0.062500
-9.938200e-03, -0.125000
-9.938000e-03, -0.125000
-9.937800e-03, -0.125000
-9.937600e-03, -0.125000
-9.937400e-03, -0.062500
-9.937200e-03, -0.125000
-9.937000e-03, -0.125000
-9.936800e-03, -0.187500
-9.936600e-03, -0.062500
-9.936400e-03, -0.187500
-9.936200e-03, -0.062500
-9.936000e-03, -0.062500
-9.935800e-03, -0.125000
-9.935600e-03, -0.062500
-9.935400e-03, -0.062500
-9.935200e-03, -0.062500
-9.935000e-03, -0.125000
-9.934800e-03, -0.062500
-9.934600e-03, -0.062500
-9.934400e-03, -0.125000
-9.934200e-03, -0.187500
-9.934000e-03, -0.125000
-9.933800e-03, -0.125000
-9.933600e-03, -0.062500
-9.933400e-03, -0.062500
-9.933200e-03, -0.062500
-9.933000e-03, -0.062500
-9.932800e-03, -0.062500
-9.932600e-03, -0.125000
-9.932400e-03, -0.062500
-9.932200e-03, -0.125000
-9.932000e-03, -0.187500
-9.931800e-03, -0.062500
-9.931600e-03, -0.062500
-9.931400e-03, -0.125000
-9.931200e-03, -0.125000
-9.931000e-03, -0.062500
-9.930800e-03, -0.125000
-9.930600e-03, -0.125000
-9.930400e-03, -0.187500
-9.930200e-03, -0.125000
-9.930000e-03, -0.187500
-9.929800e-03, -0.062500
-9.929600e-03, -0.125000
